Date,Year,Month,Day,Season,Season.Yr,Max.Temp,Min.Temp,Mean.Temp,Total.Precip,Station
1983-04-06,1983,4,6,Spring,1983,14.5,6,10.3,0,VANCOUVER INT'L A
1983-04-07,1983,4,7,Spring,1983,11.8,7.6,9.7,0,VANCOUVER INT'L A
1983-04-08,1983,4,8,Spring,1983,10.3,4.1,7.2,0,VANCOUVER INT'L A
1983-04-09,1983,4,9,Spring,1983,7.9,4,6,21.9,VANCOUVER INT'L A
1983-04-10,1983,4,10,Spring,1983,9,2.1,5.6,21,VANCOUVER INT'L A
1983-04-11,1983,4,11,Spring,1983,9.8,4.2,7,13.2,VANCOUVER INT'L A
1983-04-12,1983,4,12,Spring,1983,10.9,2.3,6.6,0,VANCOUVER INT'L A
1983-04-13,1983,4,13,Spring,1983,12.1,1.9,7,0,VANCOUVER INT'L A
1983-04-14,1983,4,14,Spring,1983,13.6,2.2,7.9,0,VANCOUVER INT'L A
1983-04-15,1983,4,15,Spring,1983,14.2,3.7,9,0,VANCOUVER INT'L A
1983-04-16,1983,4,16,Spring,1983,14.4,4,9.2,0,VANCOUVER INT'L A
1983-04-17,1983,4,17,Spring,1983,16.2,4.6,10.4,0,VANCOUVER INT'L A
1983-04-18,1983,4,18,Spring,1983,16.3,4,10.2,0,VANCOUVER INT'L A
1983-04-19,1983,4,19,Spring,1983,19.1,6,12.6,0,VANCOUVER INT'L A
1983-04-20,1983,4,20,Spring,1983,14.4,9.2,11.8,0.6,VANCOUVER INT'L A
1983-04-21,1983,4,21,Spring,1983,14.8,5.5,10.2,2,VANCOUVER INT'L A
1983-04-22,1983,4,22,Spring,1983,15.7,4.5,10.1,0.2,VANCOUVER INT'L A
1983-04-23,1983,4,23,Spring,1983,14.3,6.9,10.6,1,VANCOUVER INT'L A
1983-04-24,1983,4,24,Spring,1983,12.9,8.2,10.6,29.1,VANCOUVER INT'L A
1983-04-25,1983,4,25,Spring,1983,11.3,8.2,9.8,9.1,VANCOUVER INT'L A
1983-04-26,1983,4,26,Spring,1983,14.5,7,10.8,7.8,VANCOUVER INT'L A
1983-04-27,1983,4,27,Spring,1983,14.5,4.5,9.5,0,VANCOUVER INT'L A
1983-04-28,1983,4,28,Spring,1983,17.8,5.7,11.8,0,VANCOUVER INT'L A
1983-04-29,1983,4,29,Spring,1983,19.4,6.9,13.2,0,VANCOUVER INT'L A
1983-04-30,1983,4,30,Spring,1983,18.1,8,13.1,0,VANCOUVER INT'L A
1983-05-01,1983,5,1,Spring,1983,15.5,9.4,12.5,0,VANCOUVER INT'L A
1983-05-02,1983,5,2,Spring,1983,15.7,9.7,12.7,0.6,VANCOUVER INT'L A
1983-05-03,1983,5,3,Spring,1983,15.9,8.5,12.2,0,VANCOUVER INT'L A
1983-05-04,1983,5,4,Spring,1983,16,7.6,11.8,0,VANCOUVER INT'L A
1983-05-05,1983,5,5,Spring,1983,14.8,8,11.4,0,VANCOUVER INT'L A
1983-05-06,1983,5,6,Spring,1983,16.3,9.5,12.9,1,VANCOUVER INT'L A
1983-05-07,1983,5,7,Spring,1983,13.8,7.6,10.7,4.4,VANCOUVER INT'L A
1983-05-08,1983,5,8,Spring,1983,12.3,5,8.7,20.6,VANCOUVER INT'L A
1983-05-09,1983,5,9,Spring,1983,13.4,7.4,10.4,4.4,VANCOUVER INT'L A
1983-05-10,1983,5,10,Spring,1983,15.3,5.2,10.3,0,VANCOUVER INT'L A
1983-05-11,1983,5,11,Spring,1983,17,7.2,12.1,0,VANCOUVER INT'L A
1983-05-12,1983,5,12,Spring,1983,18.9,7.3,13.1,0,VANCOUVER INT'L A
1983-05-13,1983,5,13,Spring,1983,22.6,8.3,15.5,0,VANCOUVER INT'L A
1983-05-14,1983,5,14,Spring,1983,13.3,9,11.2,3,VANCOUVER INT'L A
1983-05-15,1983,5,15,Spring,1983,15.9,8.8,12.4,0,VANCOUVER INT'L A
1983-05-16,1983,5,16,Spring,1983,15.8,8.7,12.3,0,VANCOUVER INT'L A
1983-05-17,1983,5,17,Spring,1983,12.7,10,11.4,1.6,VANCOUVER INT'L A
1983-05-18,1983,5,18,Spring,1983,16.4,9.8,13.1,0,VANCOUVER INT'L A
1983-05-19,1983,5,19,Spring,1983,17.1,8,12.6,0,VANCOUVER INT'L A
1983-05-20,1983,5,20,Spring,1983,18.3,9.2,13.8,0,VANCOUVER INT'L A
1983-05-21,1983,5,21,Spring,1983,16.9,11.1,14,0,VANCOUVER INT'L A
1983-05-22,1983,5,22,Spring,1983,18.2,9.2,13.7,0,VANCOUVER INT'L A
1983-05-23,1983,5,23,Spring,1983,20.3,10.2,15.3,0,VANCOUVER INT'L A
1983-05-24,1983,5,24,Spring,1983,26.4,11,18.7,0,VANCOUVER INT'L A
1983-05-25,1983,5,25,Spring,1983,21.3,11.5,16.4,0,VANCOUVER INT'L A
1983-05-26,1983,5,26,Spring,1983,18.7,11.1,14.9,0,VANCOUVER INT'L A
1983-05-27,1983,5,27,Spring,1983,21.8,10.2,16,0,VANCOUVER INT'L A
1983-05-28,1983,5,28,Spring,1983,24.8,13.5,19.2,0,VANCOUVER INT'L A
1983-05-29,1983,5,29,Spring,1983,30.4,14.4,22.4,0,VANCOUVER INT'L A
1983-05-30,1983,5,30,Spring,1983,20.4,13.5,17,0.9,VANCOUVER INT'L A
1983-05-31,1983,5,31,Spring,1983,18.2,11.8,15,1.4,VANCOUVER INT'L A
1983-06-01,1983,6,1,Summer,1983,16.3,12.2,14.3,0,VANCOUVER INT'L A
1983-06-02,1983,6,2,Summer,1983,15.3,12.3,13.8,3.4,VANCOUVER INT'L A
1983-06-03,1983,6,3,Summer,1983,18.8,10.5,14.7,1.6,VANCOUVER INT'L A
1983-06-04,1983,6,4,Summer,1983,18,10.1,14.1,0,VANCOUVER INT'L A
1983-06-05,1983,6,5,Summer,1983,19.8,11.4,15.6,0,VANCOUVER INT'L A
1983-06-06,1983,6,6,Summer,1983,19.6,10.6,15.1,0,VANCOUVER INT'L A
1983-06-07,1983,6,7,Summer,1983,22.4,11.3,16.9,0,VANCOUVER INT'L A
1983-06-08,1983,6,8,Summer,1983,24.1,13,18.6,0,VANCOUVER INT'L A
1983-06-09,1983,6,9,Summer,1983,16.3,12.1,14.2,8.2,VANCOUVER INT'L A
1983-06-10,1983,6,10,Summer,1983,18.6,12.7,15.7,1.3,VANCOUVER INT'L A
1983-06-11,1983,6,11,Summer,1983,16.3,10.5,13.4,0.4,VANCOUVER INT'L A
1983-06-12,1983,6,12,Summer,1983,19.5,9.7,14.6,0,VANCOUVER INT'L A
1983-06-13,1983,6,13,Summer,1983,21.2,10.3,15.8,0,VANCOUVER INT'L A
1983-06-14,1983,6,14,Summer,1983,21,11.4,16.2,1.2,VANCOUVER INT'L A
1983-06-15,1983,6,15,Summer,1983,20.7,12.7,16.7,0.8,VANCOUVER INT'L A
1983-06-16,1983,6,16,Summer,1983,15.2,10.6,12.9,8.8,VANCOUVER INT'L A
1983-06-17,1983,6,17,Summer,1983,18.5,10.2,14.4,16.6,VANCOUVER INT'L A
1983-06-18,1983,6,18,Summer,1983,18.1,10.5,14.3,3.6,VANCOUVER INT'L A
1983-06-19,1983,6,19,Summer,1983,17.2,10.3,13.8,3.7,VANCOUVER INT'L A
1983-06-20,1983,6,20,Summer,1983,17.2,12.8,15,0,VANCOUVER INT'L A
1983-06-21,1983,6,21,Summer,1983,19.9,9.4,14.7,0,VANCOUVER INT'L A
1983-06-22,1983,6,22,Summer,1983,19,10.6,14.8,4,VANCOUVER INT'L A
1983-06-23,1983,6,23,Summer,1983,18.6,12,15.3,7.6,VANCOUVER INT'L A
1983-06-24,1983,6,24,Summer,1983,19.1,10.5,14.8,1,VANCOUVER INT'L A
1983-06-25,1983,6,25,Summer,1983,17.9,12.8,15.4,0.4,VANCOUVER INT'L A
1983-06-26,1983,6,26,Summer,1983,19.5,13.9,16.7,0,VANCOUVER INT'L A
1983-06-27,1983,6,27,Summer,1983,22.5,11.8,17.2,0,VANCOUVER INT'L A
1983-06-28,1983,6,28,Summer,1983,20.5,11.7,16.1,0,VANCOUVER INT'L A
1983-06-29,1983,6,29,Summer,1983,20.9,13.9,17.4,0,VANCOUVER INT'L A
1983-06-30,1983,6,30,Summer,1983,20.5,10.8,15.7,0.6,VANCOUVER INT'L A
1983-07-01,1983,7,1,Summer,1983,17.7,13,15.4,4,VANCOUVER INT'L A
1983-07-02,1983,7,2,Summer,1983,20,12.6,16.3,3.8,VANCOUVER INT'L A
1983-07-03,1983,7,3,Summer,1983,21.2,10.5,15.9,0,VANCOUVER INT'L A
1983-07-04,1983,7,4,Summer,1983,23.1,13.2,18.2,0,VANCOUVER INT'L A
1983-07-05,1983,7,5,Summer,1983,20.5,13.9,17.2,0,VANCOUVER INT'L A
1983-07-06,1983,7,6,Summer,1983,18.8,12.5,15.7,0,VANCOUVER INT'L A
1983-07-07,1983,7,7,Summer,1983,19.3,10.3,14.8,0,VANCOUVER INT'L A
1983-07-08,1983,7,8,Summer,1983,19.8,9.4,14.6,0,VANCOUVER INT'L A
1983-07-09,1983,7,9,Summer,1983,21.2,10.9,16.1,0,VANCOUVER INT'L A
1983-07-10,1983,7,10,Summer,1983,16.8,14.2,15.5,5.4,VANCOUVER INT'L A
1983-07-11,1983,7,11,Summer,1983,16.9,14,15.5,27.5,VANCOUVER INT'L A
1983-07-12,1983,7,12,Summer,1983,18.4,14.3,16.4,7,VANCOUVER INT'L A
1983-07-13,1983,7,13,Summer,1983,21.4,13.4,17.4,11,VANCOUVER INT'L A
1983-07-14,1983,7,14,Summer,1983,16.9,11.8,14.4,5.7,VANCOUVER INT'L A
1983-07-15,1983,7,15,Summer,1983,16.9,12.9,14.9,0,VANCOUVER INT'L A
1983-07-16,1983,7,16,Summer,1983,19.7,9.7,14.7,0,VANCOUVER INT'L A
1983-07-17,1983,7,17,Summer,1983,22.4,12.8,17.6,0,VANCOUVER INT'L A
1983-07-18,1983,7,18,Summer,1983,22.7,13.9,18.3,0,VANCOUVER INT'L A
1983-07-19,1983,7,19,Summer,1983,21.1,13.3,17.2,0,VANCOUVER INT'L A
1983-07-20,1983,7,20,Summer,1983,21.2,13.2,17.2,0,VANCOUVER INT'L A
1983-07-21,1983,7,21,Summer,1983,21.7,15.4,18.6,0,VANCOUVER INT'L A
1983-07-22,1983,7,22,Summer,1983,23,11.7,17.4,0,VANCOUVER INT'L A
1983-07-23,1983,7,23,Summer,1983,23.7,13.7,18.7,0,VANCOUVER INT'L A
1983-07-24,1983,7,24,Summer,1983,21.8,11.9,16.9,0,VANCOUVER INT'L A
1983-07-25,1983,7,25,Summer,1983,20.2,13.2,16.7,0.6,VANCOUVER INT'L A
1983-07-26,1983,7,26,Summer,1983,18.3,12,15.2,1.2,VANCOUVER INT'L A
1983-07-27,1983,7,27,Summer,1983,19.3,13.8,16.6,12.2,VANCOUVER INT'L A
1983-07-28,1983,7,28,Summer,1983,22,13.9,18,1.2,VANCOUVER INT'L A
1983-07-29,1983,7,29,Summer,1983,22.1,11.8,17,0,VANCOUVER INT'L A
1983-07-30,1983,7,30,Summer,1983,24.8,11.9,18.4,0,VANCOUVER INT'L A
1983-07-31,1983,7,31,Summer,1983,23.8,14.9,19.4,0,VANCOUVER INT'L A
1983-08-01,1983,8,1,Summer,1983,23,14.5,18.8,0,VANCOUVER INT'L A
1983-08-02,1983,8,2,Summer,1983,18.5,14.1,16.3,3,VANCOUVER INT'L A
1983-08-03,1983,8,3,Summer,1983,21.2,12.6,16.9,0,VANCOUVER INT'L A
1983-08-04,1983,8,4,Summer,1983,22.4,11.6,17,0,VANCOUVER INT'L A
1983-08-05,1983,8,5,Summer,1983,23,13.3,18.2,0,VANCOUVER INT'L A
1983-08-06,1983,8,6,Summer,1983,22.6,14.3,18.5,0,VANCOUVER INT'L A
1983-08-07,1983,8,7,Summer,1983,24.1,13.5,18.8,0,VANCOUVER INT'L A
1983-08-08,1983,8,8,Summer,1983,24.2,16.2,20.2,0,VANCOUVER INT'L A
1983-08-09,1983,8,9,Summer,1983,23.4,13.5,18.5,0,VANCOUVER INT'L A
1983-08-10,1983,8,10,Summer,1983,19.4,14.5,17,1.6,VANCOUVER INT'L A
1983-08-11,1983,8,11,Summer,1983,18.5,14.4,16.5,0.9,VANCOUVER INT'L A
1983-08-12,1983,8,12,Summer,1983,21.7,14,17.9,0,VANCOUVER INT'L A
1983-08-13,1983,8,13,Summer,1983,24.4,13.4,18.9,0,VANCOUVER INT'L A
1983-08-14,1983,8,14,Summer,1983,22.2,15.7,19,0,VANCOUVER INT'L A
1983-08-15,1983,8,15,Summer,1983,21.9,12.4,17.2,0,VANCOUVER INT'L A
1983-08-16,1983,8,16,Summer,1983,22.1,11.5,16.8,0,VANCOUVER INT'L A
1983-08-17,1983,8,17,Summer,1983,22.1,13.5,17.8,0,VANCOUVER INT'L A
1983-08-18,1983,8,18,Summer,1983,21.8,14.4,18.1,0,VANCOUVER INT'L A
1983-08-19,1983,8,19,Summer,1983,21.9,12,17,0,VANCOUVER INT'L A
1983-08-20,1983,8,20,Summer,1983,20.4,14.3,17.4,0,VANCOUVER INT'L A
1983-08-21,1983,8,21,Summer,1983,21.8,11.4,16.6,0,VANCOUVER INT'L A
1983-08-22,1983,8,22,Summer,1983,22.2,11.9,17.1,0,VANCOUVER INT'L A
1983-08-23,1983,8,23,Summer,1983,19.8,12.7,16.3,0,VANCOUVER INT'L A
1983-08-24,1983,8,24,Summer,1983,20.3,13.6,17,0,VANCOUVER INT'L A
1983-08-25,1983,8,25,Summer,1983,21,12.2,16.6,0,VANCOUVER INT'L A
1983-08-26,1983,8,26,Summer,1983,23.9,12,18,0,VANCOUVER INT'L A
1983-08-27,1983,8,27,Summer,1983,23.4,12.9,18.2,0,VANCOUVER INT'L A
1983-08-28,1983,8,28,Summer,1983,18.7,14.6,16.7,12.6,VANCOUVER INT'L A
1983-08-29,1983,8,29,Summer,1983,22.1,15.3,18.7,1.2,VANCOUVER INT'L A
1983-08-30,1983,8,30,Summer,1983,20.9,15.4,18.2,4.8,VANCOUVER INT'L A
1983-08-31,1983,8,31,Summer,1983,22.3,14.4,18.4,0,VANCOUVER INT'L A
1983-09-01,1983,9,1,Fall,1983,18.5,14.8,16.7,37,VANCOUVER INT'L A
1983-09-02,1983,9,2,Fall,1983,20.7,13.9,17.3,2.6,VANCOUVER INT'L A
1983-09-03,1983,9,3,Fall,1983,21.2,14.5,17.9,0,VANCOUVER INT'L A
1983-09-04,1983,9,4,Fall,1983,20.3,14.4,17.4,0,VANCOUVER INT'L A
1983-09-05,1983,9,5,Fall,1983,18.9,12.8,15.9,0,VANCOUVER INT'L A
1983-09-06,1983,9,6,Fall,1983,17,11.6,14.3,3.2,VANCOUVER INT'L A
1983-09-07,1983,9,7,Fall,1983,17.4,9.9,13.7,0,VANCOUVER INT'L A
1983-09-08,1983,9,8,Fall,1983,16.2,8,12.1,0.3,VANCOUVER INT'L A
1983-09-09,1983,9,9,Fall,1983,17.3,8.2,12.8,0,VANCOUVER INT'L A
1983-09-10,1983,9,10,Fall,1983,13.5,10,11.8,18.4,VANCOUVER INT'L A
1983-09-11,1983,9,11,Fall,1983,18.1,11.9,15,1.8,VANCOUVER INT'L A
1983-09-12,1983,9,12,Fall,1983,18.5,8.5,13.5,0,VANCOUVER INT'L A
1983-09-13,1983,9,13,Fall,1983,21.4,9.1,15.3,0,VANCOUVER INT'L A
1983-09-14,1983,9,14,Fall,1983,17.6,11.6,14.6,0,VANCOUVER INT'L A
1983-09-15,1983,9,15,Fall,1983,16.6,8.2,12.4,0,VANCOUVER INT'L A
1983-09-16,1983,9,16,Fall,1983,17.9,11.4,14.7,0.9,VANCOUVER INT'L A
1983-09-17,1983,9,17,Fall,1983,15,10.3,12.7,0.2,VANCOUVER INT'L A
1983-09-18,1983,9,18,Fall,1983,19,8.8,13.9,3.1,VANCOUVER INT'L A
1983-09-19,1983,9,19,Fall,1983,16.4,3.9,10.2,0,VANCOUVER INT'L A
1983-09-20,1983,9,20,Fall,1983,16.3,4.9,10.6,0,VANCOUVER INT'L A
1983-09-21,1983,9,21,Fall,1983,18.7,7.7,13.2,0,VANCOUVER INT'L A
1983-09-22,1983,9,22,Fall,1983,23.4,9.4,16.4,0,VANCOUVER INT'L A
1983-09-23,1983,9,23,Fall,1983,20.4,9.6,15,0,VANCOUVER INT'L A
1983-09-24,1983,9,24,Fall,1983,17.6,9.8,13.7,0,VANCOUVER INT'L A
1983-09-25,1983,9,25,Fall,1983,18,10.5,14.3,0,VANCOUVER INT'L A
1983-09-26,1983,9,26,Fall,1983,13.2,9,11.1,9.2,VANCOUVER INT'L A
1983-09-27,1983,9,27,Fall,1983,13.8,8.5,11.2,0,VANCOUVER INT'L A
1983-09-28,1983,9,28,Fall,1983,13.3,4.6,9,0,VANCOUVER INT'L A
1983-09-29,1983,9,29,Fall,1983,13.9,3.6,8.8,0,VANCOUVER INT'L A
1983-09-30,1983,9,30,Fall,1983,15.4,4,9.7,0,VANCOUVER INT'L A
1983-10-01,1983,10,1,Fall,1983,13.7,4,8.9,0,VANCOUVER INT'L A
1983-10-02,1983,10,2,Fall,1983,14.1,7,10.6,1,VANCOUVER INT'L A
1983-10-03,1983,10,3,Fall,1983,12.8,10.3,11.6,7,VANCOUVER INT'L A
1983-10-04,1983,10,4,Fall,1983,15.1,7.4,11.3,0,VANCOUVER INT'L A
1983-10-05,1983,10,5,Fall,1983,13.1,3.3,8.2,0,VANCOUVER INT'L A
1983-10-06,1983,10,6,Fall,1983,13.7,6.8,10.3,0,VANCOUVER INT'L A
1983-10-07,1983,10,7,Fall,1983,12.9,3.6,8.3,0,VANCOUVER INT'L A
1983-10-08,1983,10,8,Fall,1983,14.1,6.4,10.3,0,VANCOUVER INT'L A
1983-10-09,1983,10,9,Fall,1983,13.1,3.3,8.2,0,VANCOUVER INT'L A
1983-10-10,1983,10,10,Fall,1983,12.8,5,8.9,0,VANCOUVER INT'L A
1983-10-11,1983,10,11,Fall,1983,13.4,2.5,8,0,VANCOUVER INT'L A
1983-10-12,1983,10,12,Fall,1983,12.3,2.4,7.4,0,VANCOUVER INT'L A
1983-10-13,1983,10,13,Fall,1983,11.9,6,9,0.2,VANCOUVER INT'L A
1983-10-14,1983,10,14,Fall,1983,12.8,7.8,10.3,0,VANCOUVER INT'L A
1983-10-15,1983,10,15,Fall,1983,12,4.6,8.3,0,VANCOUVER INT'L A
1983-10-16,1983,10,16,Fall,1983,12.2,4.2,8.2,2.2,VANCOUVER INT'L A
1983-10-17,1983,10,17,Fall,1983,12.4,6.5,9.5,5.6,VANCOUVER INT'L A
1983-10-18,1983,10,18,Fall,1983,12.1,5,8.6,0,VANCOUVER INT'L A
1983-10-19,1983,10,19,Fall,1983,13.3,8.9,11.1,4.3,VANCOUVER INT'L A
1983-10-20,1983,10,20,Fall,1983,15,9.4,12.2,6.8,VANCOUVER INT'L A
1983-10-21,1983,10,21,Fall,1983,13.9,10.3,12.1,18.3,VANCOUVER INT'L A
1983-10-22,1983,10,22,Fall,1983,14.6,8.2,11.4,3.1,VANCOUVER INT'L A
1983-10-23,1983,10,23,Fall,1983,11.2,5.8,8.5,0,VANCOUVER INT'L A
1983-10-24,1983,10,24,Fall,1983,9.8,2.4,6.1,7.2,VANCOUVER INT'L A
1983-10-25,1983,10,25,Fall,1983,14.1,8.2,11.2,4.2,VANCOUVER INT'L A
1983-10-26,1983,10,26,Fall,1983,13.6,9.8,11.7,1,VANCOUVER INT'L A
1983-10-27,1983,10,27,Fall,1983,12.1,5.3,8.7,1,VANCOUVER INT'L A
1983-10-28,1983,10,28,Fall,1983,10.5,1.7,6.1,0,VANCOUVER INT'L A
1983-10-29,1983,10,29,Fall,1983,11,2.3,6.7,4,VANCOUVER INT'L A
1983-10-30,1983,10,30,Fall,1983,13.7,9.5,11.6,23.6,VANCOUVER INT'L A
1983-10-31,1983,10,31,Fall,1983,14.3,5.2,9.8,0.4,VANCOUVER INT'L A
1983-11-01,1983,11,1,Fall,1983,12,7,9.5,11,VANCOUVER INT'L A
1983-11-02,1983,11,2,Fall,1983,15.1,9.8,12.5,23.6,VANCOUVER INT'L A
1983-11-03,1983,11,3,Fall,1983,12.5,9.1,10.8,11.8,VANCOUVER INT'L A
1983-11-04,1983,11,4,Fall,1983,11.7,6.2,9,2,VANCOUVER INT'L A
1983-11-05,1983,11,5,Fall,1983,8.8,4.5,6.7,8.2,VANCOUVER INT'L A
1983-11-06,1983,11,6,Fall,1983,10.5,4.9,7.7,6.8,VANCOUVER INT'L A
1983-11-07,1983,11,7,Fall,1983,11.5,5.4,8.5,3.2,VANCOUVER INT'L A
1983-11-08,1983,11,8,Fall,1983,10.1,4.5,7.3,0,VANCOUVER INT'L A
1983-11-09,1983,11,9,Fall,1983,11.4,5,8.2,8.8,VANCOUVER INT'L A
1983-11-10,1983,11,10,Fall,1983,14.6,5,9.8,6.8,VANCOUVER INT'L A
1983-11-11,1983,11,11,Fall,1983,14.1,8.8,11.5,4.4,VANCOUVER INT'L A
1983-11-12,1983,11,12,Fall,1983,10.7,8,9.4,5.6,VANCOUVER INT'L A
1983-11-13,1983,11,13,Fall,1983,10.3,6.6,8.5,8.2,VANCOUVER INT'L A
1983-11-14,1983,11,14,Fall,1983,9.7,6.7,8.2,39.2,VANCOUVER INT'L A
1983-11-15,1983,11,15,Fall,1983,12.8,6.8,9.8,29.9,VANCOUVER INT'L A
1983-11-16,1983,11,16,Fall,1983,12.5,9,10.8,23,VANCOUVER INT'L A
1983-11-17,1983,11,17,Fall,1983,11,7.5,9.3,21.1,VANCOUVER INT'L A
1983-11-18,1983,11,18,Fall,1983,9.9,4.9,7.4,10,VANCOUVER INT'L A
1983-11-19,1983,11,19,Fall,1983,7.6,5.2,6.4,24.8,VANCOUVER INT'L A
1983-11-20,1983,11,20,Fall,1983,8.9,5.2,7.1,1.4,VANCOUVER INT'L A
1983-11-21,1983,11,21,Fall,1983,8.9,3.6,6.3,0,VANCOUVER INT'L A
1983-11-22,1983,11,22,Fall,1983,6.4,4.6,5.5,11.2,VANCOUVER INT'L A
1983-11-23,1983,11,23,Fall,1983,8.1,4.4,6.3,1.8,VANCOUVER INT'L A
1983-11-24,1983,11,24,Fall,1983,8.4,5.1,6.8,46.6,VANCOUVER INT'L A
1983-11-25,1983,11,25,Fall,1983,8.4,2.5,5.5,0,VANCOUVER INT'L A
1983-11-26,1983,11,26,Fall,1983,6.8,4,5.4,39.2,VANCOUVER INT'L A
1983-11-27,1983,11,27,Fall,1983,7.6,5.5,6.6,2.2,VANCOUVER INT'L A
1983-11-28,1983,11,28,Fall,1983,7.1,1.3,4.2,0,VANCOUVER INT'L A
1983-11-29,1983,11,29,Fall,1983,2.2,-2,0.1,0,VANCOUVER INT'L A
1983-11-30,1983,11,30,Fall,1983,6.4,-2.5,2,0,VANCOUVER INT'L A
1983-12-01,1983,12,1,Winter,1984,3.9,-5,-0.6,0,VANCOUVER INT'L A
1983-12-02,1983,12,2,Winter,1984,2.9,-2.1,0.4,0.4,VANCOUVER INT'L A
1983-12-03,1983,12,3,Winter,1984,4.4,-1.2,1.6,0,VANCOUVER INT'L A
1983-12-04,1983,12,4,Winter,1984,3.7,-2.5,0.6,7.8,VANCOUVER INT'L A
1983-12-05,1983,12,5,Winter,1984,4,0.9,2.5,0.6,VANCOUVER INT'L A
1983-12-06,1983,12,6,Winter,1984,4.5,-1.6,1.5,0,VANCOUVER INT'L A
1983-12-07,1983,12,7,Winter,1984,1.5,-5.1,-1.8,5,VANCOUVER INT'L A
1983-12-08,1983,12,8,Winter,1984,9.2,0,4.6,6,VANCOUVER INT'L A
1983-12-09,1983,12,9,Winter,1984,6.7,4.2,5.5,2,VANCOUVER INT'L A
1983-12-10,1983,12,10,Winter,1984,6.8,0.3,3.6,1.4,VANCOUVER INT'L A
1983-12-11,1983,12,11,Winter,1984,7.9,2,5,3.4,VANCOUVER INT'L A
1983-12-12,1983,12,12,Winter,1984,6.7,2.5,4.6,15.4,VANCOUVER INT'L A
1983-12-13,1983,12,13,Winter,1984,11,4.8,7.9,3.5,VANCOUVER INT'L A
1983-12-14,1983,12,14,Winter,1984,7.5,4.3,5.9,5,VANCOUVER INT'L A
1983-12-15,1983,12,15,Winter,1984,6.6,0.3,3.5,0,VANCOUVER INT'L A
1983-12-16,1983,12,16,Winter,1984,4.9,-2.3,1.3,0,VANCOUVER INT'L A
1983-12-17,1983,12,17,Winter,1984,1.3,-3.9,-1.3,0,VANCOUVER INT'L A
1983-12-18,1983,12,18,Winter,1984,2.1,-4.8,-1.4,0,VANCOUVER INT'L A
1983-12-19,1983,12,19,Winter,1984,1.3,-5.7,-2.2,0,VANCOUVER INT'L A
1983-12-20,1983,12,20,Winter,1984,-1.9,-8.5,-5.2,0,VANCOUVER INT'L A
1983-12-21,1983,12,21,Winter,1984,-3.2,-10,-6.6,0,VANCOUVER INT'L A
1983-12-22,1983,12,22,Winter,1984,-4.9,-11.5,-8.2,0,VANCOUVER INT'L A
1983-12-23,1983,12,23,Winter,1984,-3.2,-13.2,-8.2,0,VANCOUVER INT'L A
1983-12-24,1983,12,24,Winter,1984,0.5,-7.6,-3.6,0,VANCOUVER INT'L A
1983-12-25,1983,12,25,Winter,1984,3.8,-1,1.4,0.8,VANCOUVER INT'L A
1983-12-26,1983,12,26,Winter,1984,5.8,-1.2,2.3,4.4,VANCOUVER INT'L A
1983-12-27,1983,12,27,Winter,1984,4.1,-4.8,-0.4,0,VANCOUVER INT'L A
1983-12-28,1983,12,28,Winter,1984,-0.5,-6.5,-3.5,0,VANCOUVER INT'L A
1983-12-29,1983,12,29,Winter,1984,1,-2.5,-0.8,11.8,VANCOUVER INT'L A
1983-12-30,1983,12,30,Winter,1984,9.2,0.5,4.9,11.8,VANCOUVER INT'L A
1983-12-31,1983,12,31,Winter,1984,9.2,2.7,6,4.6,VANCOUVER INT'L A
1984-01-01,1984,1,1,Winter,1984,6.4,1.8,4.1,3.8,VANCOUVER INT'L A
1984-01-02,1984,1,2,Winter,1984,8.1,4.9,6.5,29.2,VANCOUVER INT'L A
1984-01-03,1984,1,3,Winter,1984,11.5,6.2,8.9,43.8,VANCOUVER INT'L A
1984-01-04,1984,1,4,Winter,1984,12.6,7.5,10.1,20.2,VANCOUVER INT'L A
1984-01-05,1984,1,5,Winter,1984,7.8,4,5.9,3,VANCOUVER INT'L A
1984-01-06,1984,1,6,Winter,1984,9.2,3.7,6.5,0,VANCOUVER INT'L A
1984-01-07,1984,1,7,Winter,1984,11.1,4.3,7.7,4.4,VANCOUVER INT'L A
1984-01-08,1984,1,8,Winter,1984,8.9,5.7,7.3,4.8,VANCOUVER INT'L A
1984-01-09,1984,1,9,Winter,1984,7.9,5.8,6.9,2,VANCOUVER INT'L A
1984-01-10,1984,1,10,Winter,1984,8.3,5.1,6.7,7.7,VANCOUVER INT'L A
1984-01-11,1984,1,11,Winter,1984,7.2,3.5,5.4,0,VANCOUVER INT'L A
1984-01-12,1984,1,12,Winter,1984,6.6,-1.4,2.6,0,VANCOUVER INT'L A
1984-01-13,1984,1,13,Winter,1984,5.7,-2.2,1.8,0,VANCOUVER INT'L A
1984-01-14,1984,1,14,Winter,1984,3.7,-3.3,0.2,0,VANCOUVER INT'L A
1984-01-15,1984,1,15,Winter,1984,3.6,-5.2,-0.8,0,VANCOUVER INT'L A
1984-01-16,1984,1,16,Winter,1984,3.7,-5.3,-0.8,0,VANCOUVER INT'L A
1984-01-17,1984,1,17,Winter,1984,4.1,-4.2,-0.1,0,VANCOUVER INT'L A
1984-01-18,1984,1,18,Winter,1984,1.6,-6.5,-2.5,0,VANCOUVER INT'L A
1984-01-19,1984,1,19,Winter,1984,3,-6.7,-1.9,0,VANCOUVER INT'L A
